license_type,APPLICATION_CLASSIFICATION,APPROVED_LICENSE_TYPE,Approved_License_Stages,commence_operations_date,application_status,lic_status,license_number,business_name,establishment_city,establishment_state,establishment_zipcode,latitude,longitude,business_address_1,business_address_2,business_city,business_state,business_zipcode,geocoded_county,geocoded_address,mailing_address_1,mailing_address_2,mailing_city,mailing_state,mailing_zipcode,EIN_TIN,APPLICATION_NUMBER,ORIGINAL_SUBMITTED_DATE,SUBMITTED_DATE,FIRST_COMPLIANCE_REVIEW_DATE,LIC_FEE_PAYMENT_SUBMITTED_DATE,PRIORITY,FEE_WAIVER_REQUEST,FEE_WAIVER_EE_OR_SE_NUMBER,APPROVED_SOCIAL_EQUITY,EE_PRIORITY_STATUS,EE_PRIORITY_NUMBER_FROM_ACCOUNT,EE_PRIORITY_NUMBER_FROM_APPLICATION,RMD_PRIORITY_STATUS,RMD_PRIORITY_NUMBER_FROM_ACCOUNT,RMD_PRIORITY_NUMBER_FROM_APPLICATION,dbe,cultivation_environment,cultivation_tier,CNB_INITIAL_DATE_OF_REVIEW,CNB_DATE_NOTICE_SENT_TO_MUNICIPALITY,CNB_60_DAY_MUNICIPAL_DEADLINE_DATE,CNB_90_DAY_REVIEW_DEADLINE_DATE,CNB_DATE_BACKGROUND_AUTHORIZATION_SENT,CNB_DATE_BACKGROUND_REPORT_RECEIVED,CNB_FINGER_PRINT_RESULTS_RECEIVED_DATE,CNB_FINAL_APPLICATION_REVIEW,CNB_APPLICATION_RECOMMENDATION,CNB_FINAL_INSPECTION_RESULT,CNB_FINAL_LICENSE_RECOMMENDATION,cnb_dt_of_final_licensure,APPLICATION_CREATED_DATE,CNB_DEEMED_COMPLETE_DATE,APPLICATION_APPROVED_DATE,LIC_START_DATE,LIC_EXPIRATION_DATE,APPLICATION_DENIED_DATE,CCCUpdateDate,ESTABLISHMENT_ADDRESS,ESTABLISHMENT_ADDRESS_2,ESTABLISHMENT_COUNTY,PMT_AMOUNT,LIC_FEE_AMOUNT,ZIP,Town,county,county_lat,county_long,Region,ID
Marijuana Retailer,Priority Review - MTC Priority,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,APPROVED,COMPLETE,MR283004,MassMedicum Corp.,Taunton,MA,2718,41.863924,-71.03943,1 Mear Road,,Holbrook,MA,2343,POINT (-71.102131 41.778329),POINT (-71.039429 41.8639239),1 Mear Road,,Holbrook,MA,2343,46-3326624,MRN283004,Thu Sep 26 2019 15:41:43 GMT-0400 (Eastern Daylight Time),Fri Dec 27 2019 09:48:15 GMT-0500 (Eastern Standard Time),Thu Oct 03 2019 00:00:00 GMT-0400 (Eastern Daylight Time),,TRUE,,,,,,,APPROVED,RP201935,RP201935,Not a DBE,,,,,,,,,,,,,,,Mon Sep 23 2019 16:32:10 GMT-0400 (Eastern Daylight Time),Wed Jan 15 2020 00:00:00 GMT-0500 (Eastern Standard Time),Thu Apr 09 2020 15:27:41 GMT-0400 (Eastern Daylight Time),Thu Aug 12 2021 04:00:00 GMT-0400 (Eastern Daylight Time),Sun Aug 14 2022 04:00:00 GMT-0400 (Eastern Daylight Time),,2/21/23,300 Revolutionary Dr,N/A,Bristol County,300,10000,2718,East Taunton,Bristol,41.778329,-71.102131,,665
Marijuana Retailer,General Applicant,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,APPROVED,COMPLETE,MR283470,"Metro Harvest, Inc.",Fairhaven,MA,2719,41.646815,-70.886685,292 Bedford St.,,Bridgewater,MA,2324,POINT (-71.102131 41.778329),POINT (-70.886685 41.6468149),292 Bedford St.,,Bridgewater,MA,2324,83-4383388,MRN283470,Mon May 04 2020 14:01:44 GMT-0400 (Eastern Daylight Time),Wed Aug 12 2020 10:23:33 GMT-0400 (Eastern Daylight Time),Fri Jun 05 2020 10:12:44 GMT-0400 (Eastern Daylight Time),Fri Feb 05 2021 12:28:02 GMT-0500 (Eastern Standard Time),,,,,,,,,,,Not a DBE,,,,,,,,,,,,,,,Mon Apr 20 2020 14:33:23 GMT-0400 (Eastern Daylight Time),Thu Aug 13 2020 14:04:08 GMT-0400 (Eastern Daylight Time),Thu Nov 19 2020 16:21:01 GMT-0500 (Eastern Standard Time),Fri Feb 05 2021 03:00:00 GMT-0500 (Eastern Standard Time),Sat Feb 05 2022 03:00:00 GMT-0500 (Eastern Standard Time),,2/21/23,240 Bridge St,N/A,Bristol County,1500,10000,2719,Fairhaven,Bristol,41.778329,-71.102131,Southeast and Cape,666
Marijuana Retailer,General Applicant,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,APPROVED,COMPLETE,MR283887,ELEVATION RETAIL II LLC,Fairhaven,MA,2719,41.646815,-70.886685,240 BRIDGE ST,,FAIRHAVEN,MA,2719,POINT (-71.102131 41.778329),POINT (-70.886685 41.6468149),385 GREAT RD.,,BEDFORD,MA,1730,86-3936013,MRN283887,Thu Jun 03 2021 12:17:37 GMT-0400 (Eastern Daylight Time),Tue Aug 10 2021 10:02:02 GMT-0400 (Eastern Daylight Time),Thu Aug 05 2021 12:30:13 GMT-0400 (Eastern Daylight Time),Wed Feb 09 2022 14:47:43 GMT-0500 (Eastern Standard Time),,no,,,,,,,,,Not a DBE,,,,,,,,,,,,,,,Tue Nov 10 2020 12:17:01 GMT-0500 (Eastern Standard Time),Tue Aug 24 2021 09:27:51 GMT-0400 (Eastern Daylight Time),Thu Nov 18 2021 14:43:46 GMT-0500 (Eastern Standard Time),Thu Feb 09 2023 03:00:00 GMT-0500 (Eastern Standard Time),Fri Feb 09 2024 03:00:00 GMT-0500 (Eastern Standard Time),,2/21/23,240 Bridge St,N/A,Bristol County,1500,10000,2719,Fairhaven,Bristol,41.778329,-71.102131,Southeast and Cape,666
Marijuana Retailer,Priority Review - MTC Priority,COMMENCE OPS,COMMENCE OPS,2/4/21,APPROVED,COMPLETE,MR282284,"Bask, Inc.",Fairhaven,MA,2719,41.649654,-70.8888,2 Pequod Road,,Fairhaven,MA,2719,POINT (-71.102131 41.778329),POINT (-70.888800 41.6496539),2 Pequod Road,,Fairhaven,MA,2719,46-3397060,MRN282284,Thu Jun 13 2019 16:37:30 GMT-0400 (Eastern Daylight Time),Mon Dec 09 2019 15:56:06 GMT-0500 (Eastern Standard Time),Mon Jun 24 2019 00:00:00 GMT-0400 (Eastern Daylight Time),Thu Jan 09 2020 16:37:00 GMT-0500 (Eastern Standard Time),TRUE,,,,,,,APPROVED,RP201988,RPA201988,Not a DBE,,,,,,,,,,,,,,Thu Jan 14 2021 03:00:00 GMT-0500 (Eastern Standard Time),Fri Jan 11 2019 12:04:44 GMT-0500 (Eastern Standard Time),Thu Sep 05 2019 00:00:00 GMT-0400 (Eastern Daylight Time),Thu Jan 09 2020 11:21:17 GMT-0500 (Eastern Standard Time),Thu Jan 12 2023 03:00:00 GMT-0500 (Eastern Standard Time),Sun Feb 11 2024 03:00:00 GMT-0500 (Eastern Standard Time),,2/21/23,2 Pequod Rd,N/A,Bristol County,300,10000,2719,Fairhaven,Bristol,41.778329,-71.102131,Southeast and Cape,666
Marijuana Retailer,General Applicant,COMMENCE OPS,COMMENCE OPS,6/28/22,APPROVED,COMPLETE,MR282961,"Cosmopolitan Dispensary, Inc.",Fall River,MA,2720,41.698364,-71.153161,82 Hartwell Street,,Fall River,MA,2720,POINT (-71.102131 41.778329),POINT (-71.153160 41.6983639),60 Rock Street,,Fall River,MA,2720,84-2360365,MRN282961,Tue Sep 08 2020 17:03:57 GMT-0400 (Eastern Daylight Time),Fri Sep 11 2020 12:37:53 GMT-0400 (Eastern Daylight Time),Thu Sep 10 2020 15:04:39 GMT-0400 (Eastern Daylight Time),Fri Nov 20 2020 18:49:28 GMT-0500 (Eastern Standard Time),,no,,,,,,,,,Not a DBE,,,,,,,,,,,,,,Thu May 12 2022 04:00:00 GMT-0400 (Eastern Daylight Time),Thu Aug 29 2019 17:36:41 GMT-0400 (Eastern Daylight Time),Thu Sep 17 2020 11:04:45 GMT-0400 (Eastern Daylight Time),Thu Nov 19 2020 16:18:55 GMT-0500 (Eastern Standard Time),Thu Oct 13 2022 04:00:00 GMT-0400 (Eastern Daylight Time),Mon Nov 20 2023 03:00:00 GMT-0500 (Eastern Standard Time),,2/21/23,82 Hartwell St,N/A,Bristol County,1500,10000,2720,Fall River,Bristol,41.778329,-71.102131,Southeast and Cape,667
Marijuana Retailer,Priority Review - MTC Priority,COMMENCE OPS,COMMENCE OPS,1/23/20,APPROVED,SURRENDERED,MR281337,"Hope Heal Health, Inc.",Fall River,,2720,,,1 West Street,,Fall River,MA,2720,POINT (-71.102131 41.778329),,PO Box 161,,North Scituate,MA,2060,81-1369497,MRN281337,Fri Nov 09 2018 07:42:31 GMT-0500 (Eastern Standard Time),Sun Dec 16 2018 06:35:02 GMT-0500 (Eastern Standard Time),Mon Nov 26 2018 00:00:00 GMT-0500 (Eastern Standard Time),Fri Apr 12 2019 12:02:31 GMT-0400 (Eastern Daylight Time),TRUE,,,,,,,APPROVED,RP201845,RPA201894,Not a DBE,,,,,,,,,,,,,,Thu Dec 19 2019 03:00:00 GMT-0500 (Eastern Standard Time),Thu Apr 26 2018 12:54:42 GMT-0400 (Eastern Daylight Time),Fri Dec 21 2018 00:00:00 GMT-0500 (Eastern Standard Time),Thu Apr 04 2019 16:35:47 GMT-0400 (Eastern Daylight Time),Thu May 13 2021 04:00:00 GMT-0400 (Eastern Daylight Time),Wed Jun 08 2022 04:00:00 GMT-0400 (Eastern Daylight Time),,,,,,300,5000,2720,Fall River,Bristol,41.778329,-71.102131,Southeast and Cape,667
Marijuana Cultivator,Priority Review - MTC Priority,COMMENCE OPS,COMMENCE OPS,1/23/20,APPROVED,COMPLETE,MC281478,"Hope Heal Health, Inc.",Fall River,MA,2720,41.727594,-71.145536,1 West Street,,Fall River,MA,2720,POINT (-71.102131 41.778329),POINT (-71.145536 41.7275940),PO Box 161,,North Scituate,MA,2060,81-1369497,MCN281478,Fri Nov 09 2018 07:30:48 GMT-0500 (Eastern Standard Time),Sun Dec 16 2018 06:28:51 GMT-0500 (Eastern Standard Time),Mon Nov 26 2018 00:00:00 GMT-0500 (Eastern Standard Time),Fri Apr 12 2019 11:59:23 GMT-0400 (Eastern Daylight Time),TRUE,,,,,,,APPROVED,RP201845,RPA201894,Not a DBE,Indoor,"Tier 04: 20,001 to 30,000 sq. ft",,,,,,,,,,,,Thu Dec 19 2019 03:00:00 GMT-0500 (Eastern Standard Time),Wed May 23 2018 20:14:10 GMT-0400 (Eastern Daylight Time),Fri Dec 21 2018 00:00:00 GMT-0500 (Eastern Standard Time),Thu Apr 04 2019 16:34:00 GMT-0400 (Eastern Daylight Time),Thu Jun 09 2022 04:00:00 GMT-0400 (Eastern Daylight Time),Sat Jun 10 2023 04:00:00 GMT-0400 (Eastern Daylight Time),,2/21/23,1 West St,N/A,Bristol County,600,7500,2720,Fall River,Bristol,41.778329,-71.102131,Southeast and Cape,667
Marijuana Retailer,Expedited Review - Social Equity Participant,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,APPROVED,COMPLETE,MR282487,Aura Cannabis Company LLC,Fall River,MA,2720,41.752629,-71.116334,320 Airport Road,,Fall River,MA,2720,POINT (-71.102131 41.778329),POINT (-71.116333 41.7526289),20 Development Street,,Fall River,MA,2721,83-3918824,MRN282487,Tue Aug 27 2019 12:35:12 GMT-0400 (Eastern Daylight Time),Tue Jun 14 2022 12:01:18 GMT-0400 (Eastern Daylight Time),Thu Oct 17 2019 00:00:00 GMT-0400 (Eastern Daylight Time),,,no,,,,,,,,,Not a DBE,,,,,,,,,,,,,,,Tue Mar 12 2019 13:38:31 GMT-0400 (Eastern Daylight Time),Fri Jun 17 2022 11:44:27 GMT-0400 (Eastern Daylight Time),Thu Aug 11 2022 11:47:11 GMT-0400 (Eastern Daylight Time),Tue Aug 30 2022 04:00:00 GMT-0400 (Eastern Daylight Time),Wed Aug 30 2023 04:00:00 GMT-0400 (Eastern Daylight Time),,2/21/23,320 Airport Rd,N/A,Bristol County,300,10000,2720,Fall River,Bristol,41.778329,-71.102131,Southeast and Cape,667
Marijuana Product Manufacturer,Priority Review - MTC Priority,COMMENCE OPS,COMMENCE OPS,1/23/20,APPROVED,COMPLETE,MP281361,"Hope Heal Health, Inc.",Fall River,MA,2720,41.727594,-71.145536,1 West Street,,Fall River,MA,2720,POINT (-71.102131 41.778329),POINT (-71.145536 41.7275940),PO Box 161,,North Scituate,MA,2060,81-1369497,MPN281361,Fri Nov 09 2018 07:37:47 GMT-0500 (Eastern Standard Time),Sun Dec 16 2018 06:30:59 GMT-0500 (Eastern Standard Time),Mon Nov 26 2018 00:00:00 GMT-0500 (Eastern Standard Time),Fri Apr 12 2019 12:01:37 GMT-0400 (Eastern Daylight Time),TRUE,,,,,,,APPROVED,RP201845,RPA201894,Not a DBE,,,,,,,,,,,,,,Thu Dec 19 2019 03:00:00 GMT-0500 (Eastern Standard Time),Thu May 24 2018 10:44:20 GMT-0400 (Eastern Daylight Time),Fri Dec 21 2018 00:00:00 GMT-0500 (Eastern Standard Time),Thu Apr 04 2019 16:34:47 GMT-0400 (Eastern Daylight Time),Thu Jun 09 2022 04:00:00 GMT-0400 (Eastern Daylight Time),Sat Jun 10 2023 04:00:00 GMT-0400 (Eastern Daylight Time),,2/21/23,1 West St,N/A,Bristol County,300,5000,2720,Fall River,Bristol,41.778329,-71.102131,Southeast and Cape,667
Marijuana Cultivator,Expedited Review - Social Equity Participant,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,APPROVED,COMPLETE,MC282387,Aura Cannabis Company LLC,Fall River,MA,2720,41.752629,-71.116334,83 Development Street,,Fall River,MA,2721,POINT (-71.102131 41.778329),POINT (-71.116333 41.7526289),P.O. Box 3313,,Westport,MA,2790,83-3918824,MCN282387,Tue Jan 26 2021 15:00:44 GMT-0500 (Eastern Standard Time),Tue Jun 14 2022 12:47:55 GMT-0400 (Eastern Daylight Time),Thu Feb 04 2021 11:54:21 GMT-0500 (Eastern Standard Time),,,no,,,,,,,,,Not a DBE,Indoor,"Tier 03: 10,001 to 20,000 sq. ft",,,,,,,,,,,,,Wed Sep 11 2019 09:24:48 GMT-0400 (Eastern Daylight Time),Fri Jun 17 2022 11:44:01 GMT-0400 (Eastern Daylight Time),Thu Aug 11 2022 11:46:51 GMT-0400 (Eastern Daylight Time),Tue Aug 30 2022 04:00:00 GMT-0400 (Eastern Daylight Time),Wed Aug 30 2023 04:00:00 GMT-0400 (Eastern Daylight Time),,2/21/23,320 Airport Rd,N/A,Bristol County,600,5000,2720,Fall River,Bristol,41.778329,-71.102131,Southeast and Cape,667
Marijuana Cultivator,General Applicant,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,APPROVED,COMPLETE,MC282370,"Agricultural Healing, Inc.",Fall River,MA,2721,41.69154,-71.146247,278 Scranton Avenue,,Falmouth,MA,2540,POINT (-71.102131 41.778329),POINT (-71.146247 41.6915400),278 Scranton Avenue,,Falmouth,MA,2540,83-0575651,MCN282370,Tue Nov 26 2019 15:23:19 GMT-0500 (Eastern Standard Time),Mon Mar 30 2020 16:09:41 GMT-0400 (Eastern Daylight Time),Thu Mar 05 2020 00:00:00 GMT-0500 (Eastern Standard Time),,,,,,,,,,,,Not a DBE,Indoor,"Tier 11: 90,001 to 100,000 sq. ft",,,,,,,,,,,,,Wed Sep 04 2019 10:39:26 GMT-0400 (Eastern Daylight Time),Tue May 26 2020 14:13:54 GMT-0400 (Eastern Daylight Time),Thu Nov 19 2020 16:10:49 GMT-0500 (Eastern Standard Time),Thu Feb 09 2023 03:00:00 GMT-0500 (Eastern Standard Time),Mon Feb 19 2024 03:00:00 GMT-0500 (Eastern Standard Time),,2/21/23,1 Lewiston St,N/A,Bristol County,2000,50000,2721,Fall River,Bristol,41.778329,-71.102131,Southeast and Cape,668
Marijuana Retailer,General Applicant,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,APPROVED,COMPLETE,MR283027,"Agricultural Healing, Inc.",Fall River,MA,2721,41.69154,-71.146247,278 Scranton Avenue,,Falmouth,MA,2540,POINT (-71.102131 41.778329),POINT (-71.146247 41.6915400),278 Scranton Avenue,,Falmouth,MA,2540,83-0575651,MRN283027,Tue Nov 26 2019 15:32:50 GMT-0500 (Eastern Standard Time),Mon Mar 30 2020 16:14:03 GMT-0400 (Eastern Daylight Time),Wed Mar 04 2020 00:00:00 GMT-0500 (Eastern Standard Time),,,,,,,,,,,,Not a DBE,,,,,,,,,,,,,,,Wed Oct 02 2019 14:08:43 GMT-0400 (Eastern Daylight Time),Tue May 26 2020 14:14:43 GMT-0400 (Eastern Daylight Time),Thu Nov 19 2020 16:11:58 GMT-0500 (Eastern Standard Time),Thu Jan 12 2023 03:00:00 GMT-0500 (Eastern Standard Time),Mon Feb 19 2024 03:00:00 GMT-0500 (Eastern Standard Time),,2/21/23,1 Lewiston St,N/A,Bristol County,1500,10000,2721,Fall River,Bristol,41.778329,-71.102131,Southeast and Cape,668
Marijuana Retailer,Expedited Review - Social Equity Participant,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,APPROVED,COMPLETE,MR283203,"New Leaf Enterprises, Inc.",Fall River,MA,2721,41.69733,-71.157267,360 Second Street,,Fall River,MA,2721,POINT (-71.102131 41.778329),POINT (-71.157267 41.6973300),360 Second Street,,Fall River,MA,2721,84-3956316,MRN283203,Tue Jan 07 2020 09:57:25 GMT-0500 (Eastern Standard Time),Mon Feb 03 2020 15:36:45 GMT-0500 (Eastern Standard Time),Tue Jan 14 2020 00:00:00 GMT-0500 (Eastern Standard Time),,,,,,,,,,,,Not a DBE,,,,,,,,,,,,,,,Thu Dec 26 2019 15:52:23 GMT-0500 (Eastern Standard Time),Tue May 26 2020 13:59:58 GMT-0400 (Eastern Daylight Time),Thu Jul 09 2020 15:23:28 GMT-0400 (Eastern Daylight Time),Thu Oct 13 2022 04:00:00 GMT-0400 (Eastern Daylight Time),Sun Oct 15 2023 04:00:00 GMT-0400 (Eastern Daylight Time),,2/21/23,360 2nd St,N/A,Bristol County,,5000,2721,Fall River,Bristol,41.778329,-71.102131,Southeast and Cape,668
Marijuana Retailer,General Applicant,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,APPROVED,COMPLETE,MR284693,CATAHOULA CANNABIS LLC,Fall River,MA,2721,41.697233,-71.151736,160 HARTWELL STREET,,FALL RIVER,MA,2720,POINT (-71.102131 41.778329),POINT (-71.151736 41.6972329),PO BOX 1989,,FALL RIVER,MA,2722,92-0314453,MRN284693,Tue Dec 06 2022 11:39:03 GMT-0500 (Eastern Standard Time),Fri Dec 23 2022 11:29:37 GMT-0500 (Eastern Standard Time),Tue Dec 13 2022 08:33:06 GMT-0500 (Eastern Standard Time),,,no,,,,,,,,,Not a DBE,,,,,,,,,,,,,,,Mon Jun 13 2022 08:58:37 GMT-0400 (Eastern Daylight Time),Fri Jan 06 2023 09:35:48 GMT-0500 (Eastern Standard Time),Thu Feb 09 2023 13:13:23 GMT-0500 (Eastern Standard Time),Wed Feb 15 2023 03:00:00 GMT-0500 (Eastern Standard Time),Thu Feb 15 2024 03:00:00 GMT-0500 (Eastern Standard Time),,2/21/23,160 Hartwell St,N/A,Bristol County,1500,10000,2721,Fall River,Bristol,41.778329,-71.102131,Southeast and Cape,668
Marijuana Cultivator,Priority Review - MTC Priority,COMMENCE OPS,COMMENCE OPS,1/16/19,APPROVED,COMPLETE,MC281319,"Northeast Alternatives, Inc.",Fall River,MA,2721,41.665495,-71.156976,999 William S. Canning Blvd.,,Fall River,MA,2721,POINT (-71.102131 41.778329),POINT (-71.156976 41.665495),999 William S. Canning Blvd.,,Fall River,MA,2721,82-0744804,MCN281319,Fri May 04 2018 21:42:59 GMT-0400 (Eastern Daylight Time),Fri Jul 13 2018 10:07:40 GMT-0400 (Eastern Daylight Time),Mon May 21 2018 00:00:00 GMT-0400 (Eastern Daylight Time),Fri Sep 21 2018 10:56:30 GMT-0400 (Eastern Daylight Time),TRUE,,,,,,,APPROVED,RP201952,RPA201952,Not a DBE,Indoor,"Tier 01: up to 5,000 square feet",,,,,,,,,,,,Thu Dec 13 2018 03:00:00 GMT-0500 (Eastern Standard Time),Sun Apr 29 2018 20:43:35 GMT-0400 (Eastern Daylight Time),Thu Jul 19 2018 00:00:00 GMT-0400 (Eastern Daylight Time),Thu Sep 06 2018 14:30:15 GMT-0400 (Eastern Daylight Time),Thu Oct 13 2022 04:00:00 GMT-0400 (Eastern Daylight Time),Sat Oct 14 2023 04:00:00 GMT-0400 (Eastern Daylight Time),,2/21/23,999 William S Canning Blvd,N/A,Bristol County,500,1250,2721,Fall River,Bristol,41.778329,-71.102131,Southeast and Cape,668
Marijuana Product Manufacturer,General Applicant,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,APPROVED,COMPLETE,MP281769,"Agricultural Healing, Inc.",Fall River,MA,2721,41.69154,-71.146247,278 Scranton Avenue,,Falmouth,MA,2540,POINT (-71.102131 41.778329),POINT (-71.146247 41.6915400),278 Scranton Avenue,,Falmouth,MA,2540,83-0575651,MPN281769,Tue Nov 26 2019 15:27:43 GMT-0500 (Eastern Standard Time),Mon Mar 30 2020 16:11:44 GMT-0400 (Eastern Daylight Time),Thu Mar 05 2020 00:00:00 GMT-0500 (Eastern Standard Time),,,,,,,,,,,,Not a DBE,,,,,,,,,,,,,,,Wed Oct 02 2019 14:42:28 GMT-0400 (Eastern Daylight Time),Tue May 26 2020 14:14:18 GMT-0400 (Eastern Daylight Time),Thu Nov 19 2020 16:11:26 GMT-0500 (Eastern Standard Time),Thu Jan 12 2023 03:00:00 GMT-0500 (Eastern Standard Time),Mon Feb 19 2024 03:00:00 GMT-0500 (Eastern Standard Time),,2/21/23,1 Lewiston St,N/A,Bristol County,1500,10000,2721,Fall River,Bristol,41.778329,-71.102131,Southeast and Cape,668
Marijuana Product Manufacturer,Priority Review - MTC Priority,COMMENCE OPS,COMMENCE OPS,1/16/19,APPROVED,COMPLETE,MP281319,"Northeast Alternatives, Inc.",Fall River,MA,2721,41.665495,-71.156976,999 William S. Canning Blvd.,,Fall River,MA,2721,POINT (-71.102131 41.778329),POINT (-71.156976 41.665495),999 William S. Canning Blvd.,,Fall River,MA,2721,82-0744804,MPN281319,Sat May 05 2018 18:45:16 GMT-0400 (Eastern Daylight Time),Fri Jul 13 2018 11:05:49 GMT-0400 (Eastern Daylight Time),Mon May 21 2018 00:00:00 GMT-0400 (Eastern Daylight Time),Fri Sep 21 2018 10:59:57 GMT-0400 (Eastern Daylight Time),TRUE,,,,,,,APPROVED,RP201952,RPA201952,Not a DBE,,,,,,,,,,,,,,Thu Dec 13 2018 03:00:00 GMT-0500 (Eastern Standard Time),Sun Apr 29 2018 21:03:40 GMT-0400 (Eastern Daylight Time),Thu Jul 19 2018 00:00:00 GMT-0400 (Eastern Daylight Time),Thu Sep 06 2018 14:29:20 GMT-0400 (Eastern Daylight Time),Thu Oct 13 2022 04:00:00 GMT-0400 (Eastern Daylight Time),Sat Oct 14 2023 04:00:00 GMT-0400 (Eastern Daylight Time),,2/21/23,999 William S Canning Blvd,N/A,Bristol County,,5000,2721,Fall River,Bristol,41.778329,-71.102131,Southeast and Cape,668
Marijuana Retailer,Expedited Review - Social Equity Participant,COMMENCE OPS,COMMENCE OPS,12/23/22,APPROVED,COMPLETE,MR283204,"New Leaf Enterprises, Inc.",Fall River,MA,2721,41.673661,-71.184147,360 Second Street,,Fall River,MA,2721,POINT (-71.102131 41.778329),POINT (-71.184146 41.6736610),360 Second Street,,Fall River,MA,2721,84-3956316,MRN283204,Tue Jan 07 2020 09:58:37 GMT-0500 (Eastern Standard Time),Mon Feb 03 2020 15:37:29 GMT-0500 (Eastern Standard Time),Thu Jan 16 2020 00:00:00 GMT-0500 (Eastern Standard Time),,,,,,,,,,,,Not a DBE,,,,,,,,,,,,,,Thu Oct 13 2022 04:00:00 GMT-0400 (Eastern Daylight Time),Thu Dec 26 2019 17:10:07 GMT-0500 (Eastern Standard Time),Tue May 26 2020 14:00:17 GMT-0400 (Eastern Daylight Time),Thu Jul 09 2020 15:24:33 GMT-0400 (Eastern Daylight Time),Thu Oct 13 2022 04:00:00 GMT-0400 (Eastern Daylight Time),Mon Oct 16 2023 04:00:00 GMT-0400 (Eastern Daylight Time),,2/21/23,2629 S Main St,N/A,Bristol County,,5000,2721,Fall River,Bristol,41.778329,-71.102131,Southeast and Cape,668
Marijuana Retailer,Priority Review - MTC Priority,COMMENCE OPS,COMMENCE OPS,1/16/19,APPROVED,COMPLETE,MR281314,"Northeast Alternatives, Inc.",Fall River,MA,2721,41.665495,-71.156976,999 William S. Canning Boulevard,,Fall River,MA,2721,POINT (-71.102131 41.778329),POINT (-71.156976 41.665495),999 William S. Canning Boulevard,,Fall River,MA,2721,82-0744804,MRN281314,Fri May 04 2018 23:55:22 GMT-0400 (Eastern Daylight Time),Fri Jul 13 2018 11:35:41 GMT-0400 (Eastern Daylight Time),Mon May 21 2018 00:00:00 GMT-0400 (Eastern Daylight Time),Tue Aug 28 2018 15:03:44 GMT-0400 (Eastern Daylight Time),TRUE,,,,,,,APPROVED,RP201952,RPA201952,Not a DBE,,,,,,,,,,,,,,Thu Dec 13 2018 03:00:00 GMT-0500 (Eastern Standard Time),Tue Apr 24 2018 20:14:56 GMT-0400 (Eastern Daylight Time),Thu Jul 19 2018 00:00:00 GMT-0400 (Eastern Daylight Time),Thu Aug 23 2018 15:50:58 GMT-0400 (Eastern Daylight Time),Thu Oct 13 2022 04:00:00 GMT-0400 (Eastern Daylight Time),Sat Oct 14 2023 04:00:00 GMT-0400 (Eastern Daylight Time),,2/21/23,999 William S Canning Blvd,N/A,Bristol County,300,5000,2721,Fall River,Bristol,41.778329,-71.102131,Southeast and Cape,668
Marijuana Cultivator,Priority Review - MTC Priority,COMMENCE OPS,COMMENCE OPS,11/22/21,APPROVED,COMPLETE,MC282690,Cannatech Medicinals Inc.,Fall River,MA,2722,41.759421,-71.096713,33 Union Street,Suite 2,Boston,MA,2108,POINT (-71.102131 41.778329),POINT (-71.096712 41.7594210),33 Union Street,Suite 2,Boston,MA,2108,47-5025145,MCN282690,Fri May 01 2020 12:20:19 GMT-0400 (Eastern Daylight Time),Thu Jul 02 2020 15:13:06 GMT-0400 (Eastern Daylight Time),Tue May 26 2020 12:50:22 GMT-0400 (Eastern Daylight Time),Wed Jan 27 2021 09:43:11 GMT-0500 (Eastern Standard Time),TRUE,no,,,,,,APPROVED,RP201858,RP201858,Not a DBE,Indoor,"Tier 02: 5,001 to 10,000 sq. ft.",,,,,,,,,,,,Fri Apr 16 2021 04:00:00 GMT-0400 (Eastern Daylight Time),Sun Mar 15 2020 20:50:16 GMT-0400 (Eastern Daylight Time),Tue Jul 07 2020 13:31:15 GMT-0400 (Eastern Daylight Time),Thu Oct 08 2020 12:33:26 GMT-0400 (Eastern Daylight Time),Thu Dec 08 2022 03:00:00 GMT-0500 (Eastern Standard Time),Sat Jan 27 2024 03:00:00 GMT-0500 (Eastern Standard Time),,2/21/23,1100 Innovation Way,FKA Lot 183,Bristol County,400,2500,2722,Fall River,Bristol,41.778329,-71.102131,Southeast and Cape,669
